modele,kilometrage,puissance,parking,GPS,Climatisation,Boite_auto,Systeme_GetAround,Regulateur,Pneus_hiver,rental_price_per_day,catégorie,type_km,couleur,essence,type
Nissan,233114,100,False,False,False,False,False,False,False,90,Généraliste,km élevé,Noir,diesel,SUV
Nissan,124597,100,False,False,False,True,False,False,True,100,Généraliste,km élevé,Beige,diesel,SUV
BMW,172437,135,True,True,False,True,True,False,True,135,Premium,km élevé,Gris,diesel,SUV
BMW,157625,135,True,True,False,True,False,False,True,130,Premium,km élevé,Gris,diesel,SUV
BMW,67211,140,False,True,False,True,True,False,True,152,Premium,km standard,Noir,diesel,SUV
Mitsubishi,72664,160,True,True,False,True,True,False,True,186,Généraliste,km standard,Noir,diesel,SUV
BMW,111368,120,True,False,False,True,True,False,False,132,Premium,km standard,Noir,diesel,SUV
BMW,178811,105,True,True,False,False,False,False,True,112,Premium,km élevé,Gris,diesel,SUV
BMW,131789,100,True,True,True,False,False,False,True,120,Premium,km élevé,Marron,diesel,SUV
BMW,131931,120,True,True,False,True,False,True,True,130,Premium,km élevé,Argent,diesel,SUV
Mitsubishi,129317,230,True,False,False,False,False,False,True,215,Généraliste,km élevé,Bleu,Hybride,SUV
BMW,117297,135,True,True,False,True,True,False,True,149,Premium,km standard,Argent,diesel,SUV
BMW,166934,135,True,True,False,True,False,False,True,133,Premium,km élevé,Gris,diesel,SUV
Nissan,159393,160,False,True,False,False,False,False,False,116,Généraliste,km élevé,Blanc,diesel,SUV
BMW,182914,190,True,True,True,True,True,False,True,134,Premium,km élevé,Noir,diesel,SUV
Toyota,107244,280,True,True,True,False,False,False,True,210,Généraliste,km standard,Gris,diesel,SUV
Nissan,192275,100,False,False,False,False,False,False,True,96,Généraliste,km élevé,Noir,diesel,SUV
BMW,102735,135,False,False,False,False,False,False,False,134,Premium,km standard,Argent,diesel,SUV
Mitsubishi,131069,155,True,True,True,True,False,False,True,122,Généraliste,km élevé,Gris,diesel,SUV
BMW,151652,120,True,True,False,True,False,False,True,126,Premium,km élevé,Noir,diesel,SUV
Nissan,163484,85,False,False,False,False,False,False,False,103,Généraliste,km élevé,Blanc,diesel,SUV
Nissan,165199,130,True,True,True,True,True,False,True,110,Généraliste,km élevé,Marron,diesel,SUV
BMW,161729,100,True,True,False,False,False,False,True,117,Premium,km élevé,Marron,diesel,SUV
BMW,175485,140,True,True,False,True,True,True,True,140,Premium,km élevé,Blanc,diesel,SUV
BMW,148769,135,True,False,False,True,False,False,True,140,Premium,km élevé,Noir,diesel,SUV
Nissan,171677,100,True,True,False,False,False,False,True,117,Généraliste,km élevé,Noir,diesel,SUV
Mitsubishi,167489,180,True,True,True,True,True,True,True,147,Généraliste,km élevé,Noir,diesel,SUV
BMW,52716,120,True,True,False,True,False,False,True,153,Premium,km standard,Gris,diesel,SUV
Nissan,145455,105,False,False,False,True,False,True,True,109,Généraliste,km élevé,Noir,diesel,SUV
Mitsubishi,59883,190,True,True,True,True,True,False,True,216,Généraliste,km standard,Marron,diesel,SUV
Nissan,191958,100,False,True,False,False,False,False,True,101,Généraliste,km élevé,Gris,diesel,SUV
Subaru,47417,230,True,True,True,True,False,True,True,244,Niche,km faible,Noir,diesel,SUV
BMW,182391,190,True,True,True,True,True,False,True,134,Premium,km élevé,Noir,diesel,SUV
BMW,146529,110,True,True,False,False,False,False,True,136,Premium,km élevé,Blanc,diesel,SUV
Nissan,80061,135,True,True,False,False,False,False,False,130,Généraliste,km standard,Gris,diesel,SUV
BMW,108628,140,True,True,False,True,True,True,True,163,Premium,km standard,Noir,diesel,SUV
Nissan,145046,135,False,False,False,False,False,False,False,122,Généraliste,km élevé,Blanc,diesel,SUV
Mitsubishi,26128,160,True,False,False,False,False,False,True,189,Généraliste,km faible,Blanc,diesel,SUV
BMW,128281,135,True,True,False,True,True,True,True,133,Premium,km élevé,Noir,diesel,SUV
BMW,79569,100,True,True,False,False,False,False,True,129,Premium,km standard,Noir,diesel,SUV
BMW,77356,105,False,True,False,False,False,False,True,151,Premium,km standard,Noir,diesel,SUV
Mitsubishi,91975,155,True,True,False,True,False,False,True,156,Généraliste,km standard,Gris,diesel,SUV
BMW,180606,110,True,True,False,True,False,False,True,81,Premium,km élevé,Marron,diesel,SUV
Mitsubishi,125864,190,True,True,True,False,False,False,True,176,Généraliste,km élevé,Gris,diesel,SUV
SEAT,27264,140,False,True,False,False,False,False,True,188,Généraliste,km faible,Blanc,diesel,SUV
Nissan,119398,100,True,True,False,True,False,False,True,104,Généraliste,km standard,Argent,diesel,SUV
Subaru,150500,225,True,True,False,True,True,True,True,153,Niche,km élevé,Noir,diesel,SUV
Nissan,138122,85,True,True,True,False,False,False,True,114,Généraliste,km élevé,Argent,diesel,SUV
Mitsubishi,150525,190,True,True,False,True,False,False,True,182,Généraliste,km élevé,Gris,diesel,SUV
BMW,117115,135,True,True,False,True,True,True,True,149,Premium,km standard,Noir,diesel,SUV
Nissan,89668,105,False,True,True,False,True,True,True,138,Généraliste,km standard,Blanc,diesel,SUV
Mitsubishi,96985,160,True,True,False,True,True,False,True,181,Généraliste,km standard,Noir,diesel,SUV
BMW,104753,135,True,True,False,True,False,False,True,130,Premium,km standard,Argent,diesel,SUV
Mitsubishi,127082,190,True,True,True,True,False,True,True,198,Généraliste,km élevé,Noir,diesel,SUV
Mitsubishi,101042,225,False,True,False,True,True,False,True,154,Généraliste,km standard,Noir,diesel,SUV
BMW,154812,135,False,True,False,True,True,True,True,140,Premium,km élevé,Noir,diesel,SUV
BMW,27253,190,True,True,False,True,True,True,True,206,Premium,km faible,Gris,diesel,SUV
BMW,72760,120,True,True,True,True,True,False,True,145,Premium,km standard,Argent,diesel,SUV
Mitsubishi,151480,190,True,True,True,False,True,False,True,183,Généraliste,km élevé,Noir,diesel,SUV
SEAT,25830,140,True,True,False,True,True,True,True,186,Généraliste,km faible,Noir,diesel,SUV
Nissan,11429,85,True,True,False,False,False,False,True,141,Généraliste,km faible,Noir,diesel,SUV
Mitsubishi,140084,280,True,True,True,True,False,True,True,209,Généraliste,km élevé,Bleu,diesel,SUV
BMW,56199,105,False,False,False,False,False,False,False,137,Premium,km standard,Blanc,diesel,SUV
Mitsubishi,100943,190,False,True,True,False,False,False,False,175,Généraliste,km standard,Gris,diesel,SUV
Nissan,89766,100,True,True,False,True,False,False,True,115,Généraliste,km standard,Bleu,diesel,SUV
Nissan,187698,100,False,True,False,False,False,True,True,99,Généraliste,km élevé,Blanc,diesel,SUV
Nissan,94545,100,True,True,False,False,False,False,True,104,Généraliste,km standard,Noir,diesel,SUV
Mitsubishi,128550,280,True,True,True,True,False,True,True,211,Généraliste,km élevé,Noir,diesel,SUV
Toyota,110292,155,True,True,True,True,False,False,True,163,Généraliste,km standard,Noir,diesel,SUV
Nissan,92869,105,False,True,False,False,True,False,True,121,Généraliste,km standard,Noir,diesel,SUV
Mitsubishi,188067,230,True,True,True,True,True,True,True,188,Généraliste,km élevé,Gris,diesel,SUV
Mitsubishi,41367,160,True,True,False,False,True,False,True,207,Généraliste,km faible,Noir,diesel,SUV
BMW,140829,135,True,True,False,True,True,False,True,141,Premium,km élevé,Argent,diesel,SUV
Nissan,135492,85,True,True,False,False,False,False,True,109,Généraliste,km élevé,Bleu,diesel,SUV
BMW,138259,160,True,True,True,False,True,False,True,91,Premium,km élevé,Bleu,diesel,SUV
BMW,73565,190,True,True,False,True,True,True,True,167,Premium,km standard,Marron,diesel,SUV
BMW,126248,140,True,True,False,False,True,False,True,145,Premium,km élevé,Gris,diesel,SUV
BMW,107946,140,False,False,True,False,False,False,True,154,Premium,km standard,Blanc,diesel,SUV
Suzuki,90157,190,True,True,True,True,True,True,True,221,Généraliste,km standard,Blanc,diesel,SUV
BMW,66230,135,True,True,False,True,True,False,True,153,Premium,km standard,Bleu,diesel,SUV
Mitsubishi,100304,230,True,True,True,True,False,True,True,203,Généraliste,km standard,Noir,diesel,SUV
BMW,122543,190,True,True,True,True,True,True,True,162,Premium,km élevé,Blanc,diesel,SUV
SEAT,27446,120,True,True,False,True,False,False,True,183,Généraliste,km faible,Noir,diesel,SUV
Nissan,189552,120,True,True,True,False,False,False,True,108,Généraliste,km élevé,Noir,diesel,SUV
BMW,116893,135,True,True,False,True,False,True,True,133,Premium,km standard,Argent,diesel,SUV
Mitsubishi,155115,160,True,True,False,True,True,False,True,182,Généraliste,km élevé,Marron,diesel,SUV
Nissan,127544,120,False,False,False,False,False,False,True,90,Généraliste,km élevé,Blanc,diesel,SUV
Nissan,106800,105,True,True,True,True,True,False,True,119,Généraliste,km standard,Bleu,diesel,SUV
BMW,132100,120,True,True,True,True,True,False,True,138,Premium,km élevé,Bleu,diesel,SUV
BMW,256418,110,True,True,False,True,False,False,True,73,Premium,km élevé,Gris,diesel,SUV
BMW,213076,130,True,True,False,False,True,False,True,106,Premium,km élevé,Noir,diesel,SUV
Mitsubishi,161200,190,True,True,False,True,True,True,True,190,Généraliste,km élevé,Bleu,diesel,SUV
BMW,102056,135,True,True,False,True,True,False,True,147,Premium,km standard,Noir,diesel,SUV
BMW,193144,100,False,True,False,False,False,False,True,117,Premium,km élevé,Gris,diesel,SUV
BMW,167354,190,True,True,False,True,True,True,True,139,Premium,km élevé,Noir,diesel,SUV
Nissan,141120,105,True,True,False,True,False,False,True,118,Généraliste,km élevé,Gris,diesel,SUV
SEAT,53113,120,True,True,False,True,True,False,True,188,Généraliste,km standard,Noir,diesel,SUV
BMW,192904,105,False,True,False,False,False,False,True,110,Premium,km élevé,Beige,diesel,SUV
BMW,90810,120,True,True,False,True,False,False,True,122,Premium,km standard,Noir,diesel,SUV
BMW,101368,135,True,True,True,True,True,True,True,163,Premium,km standard,Blanc,diesel,SUV
BMW,155034,120,True,True,False,True,True,True,True,139,Premium,km élevé,Gris,diesel,SUV
BMW,120395,140,True,True,True,True,False,True,True,162,Premium,km élevé,Noir,diesel,SUV
BMW,84304,140,True,True,True,True,True,False,True,165,Premium,km standard,Marron,diesel,SUV
BMW,136860,135,True,True,False,True,False,False,True,139,Premium,km élevé,Argent,diesel,SUV
BMW,132245,100,True,True,False,False,False,True,True,111,Premium,km élevé,Bleu,diesel,SUV
Nissan,166020,130,True,False,False,False,True,False,True,114,Généraliste,km élevé,Noir,diesel,SUV
BMW,46409,135,True,True,False,False,False,False,False,151,Premium,km faible,Argent,diesel,SUV
BMW,248855,135,False,False,False,True,False,False,True,126,Premium,km élevé,Blanc,diesel,SUV
BMW,123577,140,False,True,False,False,False,False,True,147,Premium,km élevé,Blanc,diesel,SUV
SEAT,185936,140,True,True,False,True,True,False,True,174,Généraliste,km élevé,Rouge,diesel,SUV
Mitsubishi,167199,180,True,True,True,True,True,True,True,143,Généraliste,km élevé,Blanc,diesel,SUV
Mitsubishi,104680,190,True,True,True,True,True,False,True,189,Généraliste,km standard,Bleu,diesel,SUV
Nissan,144341,100,True,False,False,False,False,False,True,98,Généraliste,km élevé,Bleu,diesel,SUV
Toyota,38919,190,True,True,False,False,False,False,True,224,Généraliste,km faible,Noir,diesel,SUV
Nissan,87335,105,False,True,False,True,True,False,True,128,Généraliste,km standard,Noir,diesel,SUV
Nissan,82406,100,True,True,True,False,False,False,True,119,Généraliste,km standard,Noir,diesel,SUV
BMW,60529,135,True,True,False,False,False,False,False,179,Premium,km standard,Noir,essence,SUV
BMW,137468,135,True,True,False,True,False,False,True,129,Premium,km élevé,Blanc,diesel,SUV
Mitsubishi,114520,190,True,True,True,False,False,False,True,188,Généraliste,km standard,Noir,diesel,SUV
BMW,126655,135,True,True,False,False,False,False,True,123,Premium,km élevé,Gris,diesel,SUV
BMW,166161,140,True,True,False,True,True,True,True,152,Premium,km élevé,Noir,diesel,SUV
Nissan,156657,100,True,True,False,False,False,False,True,102,Généraliste,km élevé,Gris,diesel,SUV
Nissan,54723,85,True,True,True,False,False,False,True,119,Généraliste,km standard,Marron,diesel,SUV
Nissan,171831,100,False,True,False,False,False,False,True,117,Généraliste,km élevé,Blanc,diesel,SUV
BMW,145533,140,True,True,True,True,True,True,True,151,Premium,km élevé,Noir,diesel,SUV
BMW,188195,135,False,False,False,True,True,False,True,120,Premium,km élevé,Blanc,diesel,SUV
Nissan,119298,105,False,False,False,True,True,False,True,112,Généraliste,km standard,Noir,diesel,SUV
Mitsubishi,95657,190,True,True,False,True,False,True,True,204,Généraliste,km standard,Argent,diesel,SUV
BMW,99369,135,True,True,True,True,True,True,True,132,Premium,km standard,Argent,diesel,SUV
BMW,165288,120,True,True,False,True,False,False,True,127,Premium,km élevé,Noir,diesel,SUV
Toyota,220471,155,True,True,True,True,True,True,True,146,Généraliste,km élevé,Noir,diesel,SUV
BMW,163236,135,False,True,True,True,False,True,True,126,Premium,km élevé,Bleu,diesel,SUV
Nissan,114794,105,False,False,False,False,False,False,False,74,Généraliste,km standard,Argent,diesel,SUV
BMW,91380,135,False,False,False,False,False,False,False,125,Premium,km standard,Argent,diesel,SUV
Mitsubishi,70592,230,True,True,True,True,True,False,True,198,Généraliste,km standard,Bleu,diesel,SUV
Toyota,62779,280,True,True,False,False,False,False,True,223,Généraliste,km standard,Noir,diesel,SUV
Nissan,165275,160,True,False,False,True,True,False,True,120,Généraliste,km élevé,Noir,diesel,SUV
Mitsubishi,91235,155,True,True,False,True,False,False,True,155,Généraliste,km standard,Gris,diesel,SUV
SEAT,90853,140,True,True,False,True,True,False,True,179,Généraliste,km standard,Argent,diesel,SUV
BMW,149057,110,False,False,False,True,False,False,True,79,Premium,km élevé,Vert,diesel,SUV
Nissan,75931,150,True,True,False,True,True,True,True,127,Généraliste,km standard,Marron,diesel,SUV
BMW,244321,110,True,True,True,True,True,True,True,82,Premium,km élevé,Noir,diesel,SUV
Mitsubishi,154036,230,True,True,True,True,False,True,True,196,Généraliste,km élevé,Noir,diesel,SUV
BMW,96062,135,True,True,True,False,False,False,True,132,Premium,km standard,Bleu,diesel,SUV
Nissan,43657,135,False,False,False,False,False,False,False,116,Généraliste,km faible,Gris,diesel,SUV
Subaru,128629,225,True,True,True,True,False,True,True,190,Niche,km élevé,Blanc,diesel,SUV
Mitsubishi,29556,190,False,True,True,True,True,False,True,189,Généraliste,km faible,Gris,diesel,SUV
Nissan,175799,120,True,True,False,False,False,False,True,112,Généraliste,km élevé,Blanc,diesel,SUV
BMW,145047,230,True,True,True,True,True,True,True,149,Premium,km élevé,Bleu,diesel,SUV
Toyota,153695,280,True,True,False,True,False,True,True,221,Généraliste,km élevé,Blanc,diesel,SUV
BMW,99278,100,True,True,False,False,True,False,True,128,Premium,km standard,Marron,diesel,SUV
Nissan,168996,100,False,False,False,False,False,False,True,76,Généraliste,km élevé,Marron,diesel,SUV
BMW,75616,110,True,True,False,False,False,False,True,146,Premium,km standard,Noir,diesel,SUV
Mitsubishi,55366,190,True,True,False,True,True,False,True,185,Généraliste,km standard,Gris,diesel,SUV
Nissan,194345,105,True,False,False,True,False,False,True,113,Généraliste,km élevé,Noir,diesel,SUV
Mitsubishi,216727,225,True,True,True,True,True,False,True,142,Généraliste,km élevé,Marron,diesel,SUV
Nissan,88894,160,True,True,False,True,False,False,True,131,Généraliste,km standard,Marron,diesel,SUV
Mitsubishi,78211,190,True,True,True,True,True,False,True,193,Généraliste,km standard,Noir,diesel,SUV
BMW,131694,140,False,True,False,True,False,False,True,148,Premium,km élevé,Blanc,diesel,SUV
BMW,151971,110,True,True,False,False,True,False,True,127,Premium,km élevé,Noir,diesel,SUV
BMW,283612,110,True,False,False,True,False,False,True,72,Premium,km élevé,Noir,diesel,SUV
SEAT,136235,140,True,True,False,True,False,True,True,179,Généraliste,km élevé,Rouge,diesel,SUV
Nissan,110778,150,True,True,False,True,True,True,False,114,Généraliste,km standard,Noir,diesel,SUV
BMW,163203,135,True,True,False,True,False,False,True,120,Premium,km élevé,Marron,diesel,SUV
BMW,192167,100,True,True,True,False,False,False,True,117,Premium,km élevé,Argent,diesel,SUV
Subaru,134154,300,True,True,False,True,True,False,True,148,Niche,km élevé,Noir,Hybride,SUV
